Formula,LTAMKey,AtomicNumber,Element,Electrons,SlotNumber,SlotOrientation,AlphaType,SlotSpin,AtomicSymbol,AtomCount,AtomOrder,AtomLabel,AtomCountNumber
W4PBr11,T11Z3R,74,tungsten,T,11,Z,3,R,W,4,1,tungsten-2,2
W4PBr11,T11Z3R,74,tungsten,T,11,Z,3,R,W,4,1,tungsten-3,3
W4PBr11,T11Z3R,74,tungsten,T,11,Z,3,R,W,4,1,tungsten-4,4
FeSnF6,B13Z1L,26,iron,B,13,Z,1,L,Fe,1,1,iron-1,1
TlBiS2,T14Y4L,81,thallium,T,14,Y,4,L,Tl,1,1,thallium-1,1
CuBS2,B15Y2R,29,copper,B,15,Y,2,R,Cu,1,1,copper-1,1
Cs2PtF6,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-1,1
Cs2PtF6,B7Y6R,55,caesium,B,7,Y,6,R,Cs,2,1,caesium-2,2
HfGaRh,T14Y3L,72,hafnium,T,14,Y,3,L,Hf,1,1,hafnium-1,1
CsOW,B10Z3R,74,tungsten,B,10,Z,3,R,W,1,3,tungsten-1,1
YZnSn,A3Y4A,39,yttrium,A,3,Y,4,A,Y,1,1,yttrium-1,1
ZrPOs,B13Z1L,40,zirconium,B,13,Z,1,L,Zr,1,1,zirconium-1,1
H6CuGeSe,T12Z2L,34,selenium,T,12,Z,2,L,Se,1,4,selenium-1,1
Cu4NiGe2S7,V2Y2V,16,sulfur,V,2,Y,2,V,S,7,4,sulfur-1,1
Cu4NiGe2S7,V2Y2V,16,sulfur,V,2,Y,2,V,S,7,4,sulfur-2,2
Cu4NiGe2S7,V2Y2V,16,sulfur,V,2,Y,2,V,S,7,4,sulfur-3,3
