Formula,LTAMKey,AtomicNumber,Element,Electrons,SlotNumber,SlotOrientation,AlphaType,SlotSpin,AtomicSymbol,AtomCount,AtomOrder,AtomLabel,AtomCountNumber
Rb2WBr6,T11Z3R,74,tungsten,T,11,Z,3,R,W,1,2,tungsten-1,1
CdSnSb2,T12Z2L,48,cadmium,T,12,Z,2,L,Cd,1,1,cadmium-1,1
HNiSe,A3Y2A,28,nickel,A,3,Y,2,A,Ni,1,2,nickel-1,1
Tl2TeS3,B4Z1L,16,sulfur,B,4,Z,1,L,S,3,3,sulfur-1,1
Tl2TeS3,B4Z1L,16,sulfur,B,4,Z,1,L,S,3,3,sulfur-2,2
Tl2TeS3,B4Z1L,16,sulfur,B,4,Z,1,L,S,3,3,sulfur-3,3
Tl4CdI6,T16Z2L,81,thallium,T,16,Z,2,L,Tl,4,1,thallium-1,1
Tl4CdI6,T16Z2L,81,thallium,T,16,Z,2,L,Tl,4,1,thallium-2,2
Tl4CdI6,T16Z2L,81,thallium,T,16,Z,2,L,Tl,4,1,thallium-3,3
Tl4CdI6,T16Z2L,81,thallium,T,16,Z,2,L,Tl,4,1,thallium-4,4
NaVF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-1,1
NaVF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-2,2
NaVF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-3,3
NaVF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-4,4
CsAuS,B10Z4R,79,gold,B,10,Z,4,R,Au,1,2,gold-1,1
KNbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-1,1
KNbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-2,2
KNbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-3,3
KNbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-4,4
KNbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-5,5
KNbCl6,V1Z2V,17,chlorine,V,1,Z,2,V,Cl,6,3,chlorine-6,6
ScGePt,B13Z2L,32,germanium,B,13,Z,2,L,Ge,1,2,germanium-1,1
SbIrS,T16Z2L,77,iridium,T,16,Z,2,L,Ir,1,2,iridium-1,1
W4PBr11,A2Y2A,15,phosphorus,A,2,Y,2,A,P,1,2,phosphorus-1,1
TeAuBr8,T16Z1L,35,bromine,T,16,Z,1,L,Br,8,3,bromine-1,1
TeAuBr8,T16Z1L,35,bromine,T,16,Z,1,L,Br,8,3,bromine-2,2
TeAuBr8,T16Z1L,35,bromine,T,16,Z,1,L,Br,8,3,bromine-3,3
TeAuBr8,T16Z1L,35,bromine,T,16,Z,1,L,Br,8,3,bromine-4,4
TeAuBr8,T16Z1L,35,bromine,T,16,Z,1,L,Br,8,3,bromine-5,5
TeAuBr8,T16Z1L,35,bromine,T,16,Z,1,L,Br,8,3,bromine-6,6
TeAuBr8,T16Z1L,35,bromine,T,16,Z,1,L,Br,8,3,bromine-7,7
TeAuBr8,T16Z1L,35,bromine,T,16,Z,1,L,Br,8,3,bromine-8,8
LiBeAs,A2Y2A,33,arsenic,A,2,Y,2,A,As,1,3,arsenic-1,1
CaVO3,T14Y1L,20,calcium,T,14,Y,1,L,Ca,1,1,calcium-1,1
Rb2TiCl6,T6Y4L,37,rubidium,T,6,Y,4,L,Rb,2,1,rubidium-1,1
Rb2TiCl6,T6Y4L,37,rubidium,T,6,Y,4,L,Rb,2,1,rubidium-2,2
Na2CrF4,A2Y2A,11,sodium,A,2,Y,2,A,Na,2,1,sodium-1,1
Na2CrF4,A2Y2A,11,sodium,A,2,Y,2,A,Na,2,1,sodium-2,2
ZrGePt,A3Y6A,78,platinum,A,3,Y,6,A,Pt,1,3,platinum-1,1
BaZnGe,T16Z1L,32,germanium,T,16,Z,1,L,Ge,1,3,germanium-1,1
HfGeTe,T12Z2L,52,tellurium,T,12,Z,2,L,Te,1,3,tellurium-1,1
MnAlPd2,B13Z1L,46,palladium,B,13,Z,1,L,Pd,2,3,palladium-1,1
MnAlPd2,B13Z1L,46,palladium,B,13,Z,1,L,Pd,2,3,palladium-2,2
Cs2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-1,1
Cs2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-2,2
Cs2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-3,3
Cs2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-4,4
Cs2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-5,5
Cs2PdI6,B13Z2L,53,iodine,B,13,Z,2,L,I,6,3,iodine-6,6
Cs2LuBr6,T11Z2R,35,bromine,T,11,Z,2,R,Br,6,3,bromine-1,1
Cs2LuBr6,T11Z2R,35,bromine,T,11,Z,2,R,Br,6,3,bromine-2,2
Cs2LuBr6,T11Z2R,35,bromine,T,11,Z,2,R,Br,6,3,bromine-3,3
Cs2LuBr6,T11Z2R,35,bromine,T,11,Z,2,R,Br,6,3,bromine-4,4
Cs2LuBr6,T11Z2R,35,bromine,T,11,Z,2,R,Br,6,3,bromine-5,5
Cs2LuBr6,T11Z2R,35,bromine,T,11,Z,2,R,Br,6,3,bromine-6,6
ZrGeTe4,T14Y2L,52,tellurium,T,14,Y,2,L,Te,4,3,tellurium-1,1
ZrGeTe4,T14Y2L,52,tellurium,T,14,Y,2,L,Te,4,3,tellurium-2,2
ZrGeTe4,T14Y2L,52,tellurium,T,14,Y,2,L,Te,4,3,tellurium-3,3
ZrGeTe4,T14Y2L,52,tellurium,T,14,Y,2,L,Te,4,3,tellurium-4,4
K2HgS4,T9X2L,16,sulfur,T,9,X,2,L,S,4,3,sulfur-1,1
K2HgS4,T9X2L,16,sulfur,T,9,X,2,L,S,4,3,sulfur-2,2
K2HgS4,T9X2L,16,sulfur,T,9,X,2,L,S,4,3,sulfur-3,3
K2HgS4,T9X2L,16,sulfur,T,9,X,2,L,S,4,3,sulfur-4,4
Cd3CaCu4O8,B3Y1R,8,oxygen,B,3,Y,1,R,O,8,4,oxygen-1,1
Cd3CaCu4O8,B3Y1R,8,oxygen,B,3,Y,1,R,O,8,4,oxygen-2,2
Cd3CaCu4O8,B3Y1R,8,oxygen,B,3,Y,1,R,O,8,4,oxygen-3,3
Cd3CaCu4O8,B3Y1R,8,oxygen,B,3,Y,1,R,O,8,4,oxygen-4,4
Cd3CaCu4O8,B3Y1R,8,oxygen,B,3,Y,1,R,O,8,4,oxygen-5,5
Cd3CaCu4O8,B3Y1R,8,oxygen,B,3,Y,1,R,O,8,4,oxygen-6,6
Cd3CaCu4O8,B3Y1R,8,oxygen,B,3,Y,1,R,O,8,4,oxygen-7,7
Cd3CaCu4O8,B3Y1R,8,oxygen,B,3,Y,1,R,O,8,4,oxygen-8,8
TlAgSe,T16Z1L,34,selenium,T,16,Z,1,L,Se,1,3,selenium-1,1
LiAsO3,B15Y2R,33,arsenic,B,15,Y,2,R,As,1,2,arsenic-1,1
FeAsS,A2Y2A,33,arsenic,A,2,Y,2,A,As,1,2,arsenic-1,1
InGaTe2,T11Z2R,49,indium,T,11,Z,2,R,In,1,1,indium-1,1
Pt2TlS3,T16Z2L,78,platinum,T,16,Z,2,L,Pt,2,1,platinum-1,1
Pt2TlS3,T16Z2L,78,platinum,T,16,Z,2,L,Pt,2,1,platinum-2,2
Cu4NiGe2S7,T14Y1L,29,copper,T,14,Y,1,L,Cu,4,1,copper-1,1
Cu4NiGe2S7,T14Y1L,29,copper,T,14,Y,1,L,Cu,4,1,copper-2,2
Cu4NiGe2S7,T14Y1L,29,copper,T,14,Y,1,L,Cu,4,1,copper-3,3
Cu4NiGe2S7,T14Y1L,29,copper,T,14,Y,1,L,Cu,4,1,copper-4,4
InWS2,T14Y2L,49,indium,T,14,Y,2,L,In,1,1,indium-1,1
Ag3SeNO3,T16Z1L,47,silver,T,16,Z,1,L,Ag,3,1,silver-1,1
Ag3SeNO3,T16Z1L,47,silver,T,16,Z,1,L,Ag,3,1,silver-2,2
Ag3SeNO3,T16Z1L,47,silver,T,16,Z,1,L,Ag,3,1,silver-3,3
H2EuTe,B10Z2R,63,europium,B,10,Z,2,R,Eu,1,2,europium-1,1
BiOI,A2Y6A,83,bismuth,A,2,Y,6,A,Bi,1,1,bismuth-1,1
RbCuCl3,T6Y4L,37,rubidium,T,6,Y,4,L,Rb,1,1,rubidium-1,1
RbVO3,T9X4L,37,rubidium,T,9,X,4,L,Rb,1,1,rubidium-1,1
BaSiF6,T9X6L,56,barium,T,9,X,6,L,Ba,1,1,barium-1,1
NaSbF4,T11Z2R,51,antimony,T,11,Z,2,R,Sb,1,2,antimony-1,1
NaYS2,T6Y4L,39,yttrium,T,6,Y,4,L,Y,1,2,yttrium-1,1
SrInPt,T11Z2R,49,indium,T,11,Z,2,R,In,1,2,indium-1,1
NaMnTe2,B15Y1R,25,manganese,B,15,Y,1,R,Mn,1,2,manganese-1,1
CsAuF4,B13Z3L,79,gold,B,13,Z,3,L,Au,1,2,gold-1,1
Sn2OF2,B10Z2R,50,tin,B,10,Z,2,R,Sn,2,1,tin-1,1
Sn2OF2,B10Z2R,50,tin,B,10,Z,2,R,Sn,2,1,tin-2,2
KNbS2,T6Y2L,19,potassium,T,6,Y,2,L,K,1,1,potassium-1,1
TiSiPd,V2Y2V,22,titanium,V,2,Y,2,V,Ti,1,1,titanium-1,1
SrBiIO2,B15Y5R,83,bismuth,B,15,Y,5,R,Bi,1,2,bismuth-1,1
GeOW,B17Z1R,32,germanium,B,17,Z,1,R,Ge,1,1,germanium-1,1
MgAgAs,T14Y1L,12,magnesium,T,14,Y,1,L,Mg,1,1,magnesium-1,1
SiTePt,V2Y2V,14,silicon,V,2,Y,2,V,Si,1,1,silicon-1,1
YGeAu,T16Z1L,32,germanium,T,16,Z,1,L,Ge,1,2,germanium-1,1
K2PbO2,T11Z5R,82,lead,T,11,Z,5,R,Pb,1,2,lead-1,1
SrClF,T9X4L,38,strontium,T,9,X,4,L,Sr,1,1,strontium-1,1
KTaO3,V3Y6V,73,tantalum,V,3,Y,6,V,Ta,1,2,tantalum-1,1
WSCl4,T5Z1R,16,sulfur,T,5,Z,1,R,S,1,2,sulfur-1,1
MoSCl3,B7Y2R,16,sulfur,B,7,Y,2,R,S,1,2,sulfur-1,1
Al2CaO4,V2Y2V,20,calcium,V,2,Y,2,V,Ca,1,2,calcium-1,1
CoGeO3,B15Y2R,32,germanium,B,15,Y,2,R,Ge,1,2,germanium-1,1
YAsSe,T14Y2L,34,selenium,T,14,Y,2,L,Se,1,3,selenium-1,1
Ca2SiO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-1,1
Ca2SiO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-2,2
Ca2SiO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-3,3
Ca2SiO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-4,4
ZrSiIr,T14Y3L,77,iridium,T,14,Y,3,L,Ir,1,3,iridium-1,1
Nb2MnS4,B13Z1L,41,niobium,B,13,Z,1,L,Nb,2,1,niobium-1,1
Nb2MnS4,B13Z1L,41,niobium,B,13,Z,1,L,Nb,2,1,niobium-2,2
MnNiGe,B13Z2L,32,germanium,B,13,Z,2,L,Ge,1,3,germanium-1,1
Na2PdF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-1,1
Na2PdF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-2,2
Na2PdF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-3,3
Na2PdF4,P1Z6P,9,fluorine,P,1,Z,2,P,F,4,3,fluorine-4,4
CdSnSb2,V3Y4V,50,tin,V,3,Y,4,V,Sn,1,2,tin-1,1
K2HgS2,T11Z4R,80,mercury,T,11,Z,4,R,Hg,1,2,mercury-1,1
BaCaSi,T9X2L,14,silicon,T,9,X,2,L,Si,1,3,silicon-1,1
BaSW,B4Z1L,16,sulfur,B,4,Z,1,L,S,1,2,sulfur-1,1
InOSn,A2Y4A,50,tin,A,2,Y,4,A,Sn,1,3,tin-1,1
LiMnO2,B3Y1R,8,oxygen,B,3,Y,1,R,O,2,3,oxygen-1,1
LiMnO2,B3Y1R,8,oxygen,B,3,Y,1,R,O,2,3,oxygen-2,2
SiTePt,B13Z2L,52,tellurium,B,13,Z,2,L,Te,1,2,tellurium-1,1
MnGaGe,T12Z2L,31,gallium,T,12,Z,2,L,Ga,1,2,gallium-1,1
CoMoP,A2Y2A,15,phosphorus,A,2,Y,2,A,P,1,3,phosphorus-1,1
Y2MgSe4,T16Z1L,34,selenium,T,16,Z,1,L,Se,4,3,selenium-1,1
Y2MgSe4,T16Z1L,34,selenium,T,16,Z,1,L,Se,4,3,selenium-2,2
Y2MgSe4,T16Z1L,34,selenium,T,16,Z,1,L,Se,4,3,selenium-3,3
Y2MgSe4,T16Z1L,34,selenium,T,16,Z,1,L,Se,4,3,selenium-4,4
NiGePd,T11Z1R,46,palladium,T,11,Z,1,R,Pd,1,3,palladium-1,1
Ag3SeNO3,T14Y2L,34,selenium,T,14,Y,2,L,Se,1,2,selenium-1,1
KAgF3,T16Z1L,47,silver,T,16,Z,1,L,Ag,1,2,silver-1,1
TiNiGe,T11Z2R,32,germanium,T,11,Z,2,R,Ge,1,3,germanium-1,1
SrMnGe,T11Z2R,32,germanium,T,11,Z,2,R,Ge,1,3,germanium-1,1
TlSbF4,B17Z1R,81,thallium,B,17,Z,1,R,Tl,1,1,thallium-1,1
CaVO3,V3Y2V,23,vanadium,V,3,Y,2,V,V,1,2,vanadium-1,1
Tl2GeSe3,T14Y2L,34,selenium,T,14,Y,2,L,Se,3,3,selenium-1,1
Tl2GeSe3,T14Y2L,34,selenium,T,14,Y,2,L,Se,3,3,selenium-2,2
Tl2GeSe3,T14Y2L,34,selenium,T,14,Y,2,L,Se,3,3,selenium-3,3
TaTlSe3,B17Z1R,81,thallium,B,17,Z,1,R,Tl,1,2,thallium-1,1
InAsPt5,B15Y4R,78,platinum,B,15,Y,3,R,Pt,5,3,platinum-1,1
InAsPt5,B15Y4R,78,platinum,B,15,Y,3,R,Pt,5,3,platinum-2,2
InAsPt5,B15Y4R,78,platinum,B,15,Y,3,R,Pt,5,3,platinum-3,3
InAsPt5,B15Y4R,78,platinum,B,15,Y,3,R,Pt,5,3,platinum-4,4
InAsPt5,B15Y4R,78,platinum,B,15,Y,3,R,Pt,5,3,platinum-5,5
SrSeO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-1,1
SrSeO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-2,2
SrSeO3,P1Z6P,8,oxygen,P,1,Z,2,P,O,3,3,oxygen-3,3
BaCrO4,T14Y1L,24,chromium,T,14,Y,1,L,Cr,1,2,chromium-1,1
Li2TeS3,V2Y2V,16,sulfur,V,2,Y,2,V,S,3,3,sulfur-1,1
Li2TeS3,V2Y2V,16,sulfur,V,2,Y,2,V,S,3,3,sulfur-2,2
Li2TeS3,V2Y2V,16,sulfur,V,2,Y,2,V,S,3,3,sulfur-3,3
H6CuGeSe,T11Z2R,34,selenium,T,11,Z,2,R,Se,1,4,selenium-1,1
BiTeI,B15Y2R,53,iodine,B,15,Y,2,R,I,1,3,iodine-1,1
RbNaO,T2Y1L,8,oxygen,T,2,Y,1,L,O,1,3,oxygen-1,1
Y2InNi2,T12Z1L,28,nickel,T,12,Z,2,L,Ni,2,3,nickel-1,1
Y2InNi2,T12Z1L,28,nickel,T,12,Z,2,L,Ni,2,3,nickel-2,2
HgPSe3,B10Z2R,34,selenium,B,10,Z,2,R,Se,3,3,selenium-1,1
HgPSe3,B10Z2R,34,selenium,B,10,Z,2,R,Se,3,3,selenium-2,2
HgPSe3,B10Z2R,34,selenium,B,10,Z,2,R,Se,3,3,selenium-3,3
F3FeO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-1,1
F3FeO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-2,2
F3FeO3,T2Y1L,8,oxygen,T,2,Y,1,L,O,3,3,oxygen-3,3
BaCaGe,T14Y2L,32,germanium,T,14,Y,2,L,Ge,1,3,germanium-1,1
H4CoI2O2,B3Y1R,8,oxygen,B,3,Y,1,R,O,2,4,oxygen-1,1
H4CoI2O2,B3Y1R,8,oxygen,B,3,Y,1,R,O,2,4,oxygen-2,2
Ba2GeP2,V3Y2V,15,phosphorus,V,3,Y,2,V,P,2,3,phosphorus-1,1
Ba2GeP2,V3Y2V,15,phosphorus,V,3,Y,2,V,P,2,3,phosphorus-2,2
HfSiPt,B15Y4R,78,platinum,B,15,Y,3,R,Pt,1,3,platinum-1,1
ScZnPt,A2Y2A,21,scandium,A,2,Y,2,A,Sc,1,1,scandium-1,1
TaFeSi,B7Y2R,14,silicon,B,7,Y,2,R,Si,1,3,silicon-1,1
KTlO,P1Z6P,8,oxygen,P,1,Z,2,P,O,1,3,oxygen-1,1
NbIrTe4,B13Z2L,52,tellurium,B,13,Z,2,L,Te,4,3,tellurium-1,1
NbIrTe4,B13Z2L,52,tellurium,B,13,Z,2,L,Te,4,3,tellurium-2,2
NbIrTe4,B13Z2L,52,tellurium,B,13,Z,2,L,Te,4,3,tellurium-3,3
NbIrTe4,B13Z2L,52,tellurium,B,13,Z,2,L,Te,4,3,tellurium-4,4
RbScO2,V2Y4V,37,rubidium,V,2,Y,4,V,Rb,1,1,rubidium-1,1
Br2OS,B13Z2L,35,bromine,B,13,Z,2,L,Br,2,1,bromine-1,1
Br2OS,B13Z2L,35,bromine,B,13,Z,2,L,Br,2,1,bromine-2,2
NaMnSb,B15Y2R,51,antimony,B,15,Y,2,R,Sb,1,3,antimony-1,1
MgSiAs2,V3Y2V,12,magnesium,V,3,Y,2,V,Mg,1,1,magnesium-1,1
ZrGePt,B7Y4R,40,zirconium,B,7,Y,4,R,Zr,1,1,zirconium-1,1
CsBeF3,P1Z6P,9,fluorine,P,1,Z,2,P,F,3,3,fluorine-1,1
CsBeF3,P1Z6P,9,fluorine,P,1,Z,2,P,F,3,3,fluorine-2,2
CsBeF3,P1Z6P,9,fluorine,P,1,Z,2,P,F,3,3,fluorine-3,3
FeLiO2,B10Z1R,26,iron,B,10,Z,1,R,Fe,1,1,iron-1,1
BaTiS3,T5Z1R,16,sulfur,T,5,Z,1,R,S,3,3,sulfur-1,1
BaTiS3,T5Z1R,16,sulfur,T,5,Z,1,R,S,3,3,sulfur-2,2
BaTiS3,T5Z1R,16,sulfur,T,5,Z,1,R,S,3,3,sulfur-3,3
Ca2CdPt2,A1Z2A,20,calcium,A,1,Z,2,A,Ca,2,1,calcium-1,1
Ca2CdPt2,A1Z2A,20,calcium,A,1,Z,2,A,Ca,2,1,calcium-2,2
Cs2TeI6,B17Z1R,53,iodine,B,17,Z,1,R,I,6,3,iodine-1,1
Cs2TeI6,B17Z1R,53,iodine,B,17,Z,1,R,I,6,3,iodine-2,2
Cs2TeI6,B17Z1R,53,iodine,B,17,Z,1,R,I,6,3,iodine-3,3
Cs2TeI6,B17Z1R,53,iodine,B,17,Z,1,R,I,6,3,iodine-4,4
Cs2TeI6,B17Z1R,53,iodine,B,17,Z,1,R,I,6,3,iodine-5,5
Cs2TeI6,B17Z1R,53,iodine,B,17,Z,1,R,I,6,3,iodine-6,6
KHgAs,V2Y6V,80,mercury,V,2,Y,6,V,Hg,1,2,mercury-1,1
CdSnO3,B15Y1R,50,tin,B,15,Y,2,R,Sn,1,2,tin-1,1
InPO4,A2Y2A,15,phosphorus,A,2,Y,2,A,P,1,2,phosphorus-1,1
CsMgBr3,P1Z2P,12,magnesium,P,1,Z,2,P,Mg,1,2,magnesium-1,1
K2PbO2,V2Y6V,82,lead,V,2,Y,6,V,Pb,1,2,lead-1,1
ZrGeTe4,B13Z2L,32,germanium,B,13,Z,2,L,Ge,1,2,germanium-1,1
IrORu,T2Y1L,8,oxygen,T,2,Y,1,L,O,1,2,oxygen-1,1
NbOW,A3Y4A,41,niobium,A,3,Y,4,A,Nb,1,1,niobium-1,1
BrNO3,T12Z2L,35,bromine,T,12,Z,2,L,Br,1,1,bromine-1,1
PbBrCl,B16Z1L,82,lead,B,16,Z,1,L,Pb,1,1,lead-1,1
CaCuP,B15Y1R,20,calcium,B,15,Y,1,R,Ca,1,1,calcium-1,1
FeBiO3,B15Y2R,26,iron,B,15,Y,2,R,Fe,1,1,iron-1,1
BaNbS3,T14Y1L,56,barium,T,14,Y,1,L,Ba,1,1,barium-1,1
CsBrF6,E5Z6E,55,caesium,E,5,Z,6,E,Cs,1,1,caesium-1,1
Ti2FeS4,B13Z1L,22,titanium,B,13,Z,1,L,Ti,2,1,titanium-1,1
Ti2FeS4,B13Z1L,22,titanium,B,13,Z,1,L,Ti,2,1,titanium-2,2
YSnPt2,A3Y4A,39,yttrium,A,3,Y,4,A,Y,1,1,yttrium-1,1
RbAuSe,B10Z2R,34,selenium,B,10,Z,2,R,Se,1,3,selenium-1,1
SrCuF4,B8X4R,38,strontium,B,8,X,4,R,Sr,1,1,strontium-1,1
InAgS2,B10Z2R,47,silver,B,10,Z,2,R,Ag,1,2,silver-1,1
VInO4,T16Z1L,49,indium,T,16,Z,1,L,In,1,2,indium-1,1
CaTeO4,A2Y4A,52,tellurium,A,2,Y,4,A,Te,1,2,tellurium-1,1
CsSiTe3,B8X6R,55,caesium,B,8,X,6,R,Cs,1,1,caesium-1,1
O6PbTa2,B15Y5R,82,lead,B,15,Y,5,R,Pb,1,2,lead-1,1
Zr2GaFe3,T14Y1L,40,zirconium,T,14,Y,1,L,Zr,2,1,zirconium-1,1
Zr2GaFe3,T14Y1L,40,zirconium,T,14,Y,1,L,Zr,2,1,zirconium-2,2
Ba2GeP2,T6Y6L,56,barium,T,6,Y,6,L,Ba,2,1,barium-1,1
Ba2GeP2,T6Y6L,56,barium,T,6,Y,6,L,Ba,2,1,barium-2,2
CaGaAu,B10Z4R,79,gold,B,10,Z,4,R,Au,1,3,gold-1,1
ZrAlPt2,V2Y6V,78,platinum,V,2,Y,6,V,Pt,2,3,platinum-1,1
ZrAlPt2,V2Y6V,78,platinum,V,2,Y,6,V,Pt,2,3,platinum-2,2
NbNiB2,T11Z2R,28,nickel,T,11,Z,2,R,Ni,1,2,nickel-1,1
SbOsS,B10Z3R,76,osmium,B,10,Z,3,R,Os,1,2,osmium-1,1
MnInCu2,B10Z2R,49,indium,B,10,Z,2,R,In,1,2,indium-1,1
ZrSiIr,T9X2L,14,silicon,T,9,X,2,L,Si,1,2,silicon-1,1
SbPO4,T9X1L,15,phosphorus,T,9,X,2,L,P,1,2,phosphorus-1,1
MoSCl3,V2Y2V,16,sulfur,V,2,Y,2,V,S,1,2,sulfur-1,1
KSbO3,T12Z2L,51,antimony,T,12,Z,2,L,Sb,1,2,antimony-1,1
HFPb,T11Z5R,82,lead,T,11,Z,5,R,Pb,1,3,lead-1,1
BrITl,A2Y6A,81,thallium,A,2,Y,6,A,Tl,1,3,thallium-1,1
Al2CaO4,A2Y2A,13,aluminium,A,2,Y,2,A,Al,2,1,aluminium-1,1
Al2CaO4,A2Y2A,13,aluminium,A,2,Y,2,A,Al,2,1,aluminium-2,2
VGaFe2,A3Y2A,26,iron,A,3,Y,2,A,Fe,2,3,iron-1,1
VGaFe2,A3Y2A,26,iron,A,3,Y,2,A,Fe,2,3,iron-2,2
MnInBr3,T11Z2R,49,indium,T,11,Z,2,R,In,1,2,indium-1,1
GaAgS2,B8X2R,16,sulfur,B,8,X,2,R,S,2,3,sulfur-1,1
GaAgS2,B8X2R,16,sulfur,B,8,X,2,R,S,2,3,sulfur-2,2
InPPd5,B13Z2L,49,indium,B,13,Z,2,L,In,1,1,indium-1,1
ZrTlF5,A2Y6A,81,thallium,A,2,Y,6,A,Tl,1,2,thallium-1,1
FeSeCl7,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,7,3,chlorine-1,1
FeSeCl7,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,7,3,chlorine-2,2
FeSeCl7,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,7,3,chlorine-3,3
FeSeCl7,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,7,3,chlorine-4,4
FeSeCl7,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,7,3,chlorine-5,5
FeSeCl7,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,7,3,chlorine-6,6
FeSeCl7,A2Y2A,17,chlorine,A,2,Y,2,A,Cl,7,3,chlorine-7,7
GaAsPd5,T16Z1L,33,arsenic,T,16,Z,1,L,As,1,2,arsenic-1,1
InOSn,V2Y4V,49,indium,V,2,Y,4,V,In,1,1,indium-1,1
CaCdAu,T11Z2R,48,cadmium,T,11,Z,2,R,Cd,1,2,cadmium-1,1
ScSiAu,T6Y2L,14,silicon,T,6,Y,2,L,Si,1,2,silicon-1,1
MnSnO3,B13Z2L,50,tin,B,13,Z,2,L,Sn,1,2,tin-1,1
YNiGe,B10Z1R,28,nickel,B,10,Z,2,R,Ni,1,2,nickel-1,1
BaWO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-1,1
BaWO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-2,2
BaWO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-3,3
BaWO4,P1Z6P,8,oxygen,P,1,Z,2,P,O,4,3,oxygen-4,4
HBrSn,T11Z2R,50,tin,T,11,Z,2,R,Sn,1,3,tin-1,1
Te2OsCl12,B10Z3R,76,osmium,B,10,Z,3,R,Os,1,2,osmium-1,1
CsPS3,V2Y2V,16,sulfur,V,2,Y,2,V,S,3,3,sulfur-1,1
CsPS3,V2Y2V,16,sulfur,V,2,Y,2,V,S,3,3,sulfur-2,2
CsPS3,V2Y2V,16,sulfur,V,2,Y,2,V,S,3,3,sulfur-3,3
AgBiTe2,V3Y4V,52,tellurium,V,3,Y,4,V,Te,2,3,tellurium-1,1
AgBiTe2,V3Y4V,52,tellurium,V,3,Y,4,V,Te,2,3,tellurium-2,2
Y4OsBr4,T14Y2L,35,bromine,T,14,Y,2,L,Br,4,3,bromine-1,1
Y4OsBr4,T14Y2L,35,bromine,T,14,Y,2,L,Br,4,3,bromine-2,2
Y4OsBr4,T14Y2L,35,bromine,T,14,Y,2,L,Br,4,3,bromine-3,3
Y4OsBr4,T14Y2L,35,bromine,T,14,Y,2,L,Br,4,3,bromine-4,4
Sc2MnS4,V3Y2V,25,manganese,V,3,Y,2,V,Mn,1,2,manganese-1,1
H4CdO5S,T9X2L,16,sulfur,T,9,X,2,L,S,1,4,sulfur-1,1
KAuBr4,T12Z2L,35,bromine,T,12,Z,2,L,Br,4,3,bromine-1,1
KAuBr4,T12Z2L,35,bromine,T,12,Z,2,L,Br,4,3,bromine-2,2
KAuBr4,T12Z2L,35,bromine,T,12,Z,2,L,Br,4,3,bromine-3,3
KAuBr4,T12Z2L,35,bromine,T,12,Z,2,L,Br,4,3,bromine-4,4
ZnCdPt2,T14Y4L,78,platinum,T,14,Y,3,L,Pt,2,3,platinum-1,1
ZnCdPt2,T14Y4L,78,platinum,T,14,Y,3,L,Pt,2,3,platinum-2,2
CaTeO4,V2Y2V,20,calcium,V,2,Y,2,V,Ca,1,1,calcium-1,1
TiCuGe,V2Y2V,32,germanium,V,2,Y,2,V,Ge,1,3,germanium-1,1
FeSO5,V2Y2V,26,iron,V,2,Y,2,V,Fe,1,1,iron-1,1
